68034 silly lifecycle lodash@4.17.21~preinstall: no script for preinstall, continuing
69765 silly linkStuff caniuse-lite@1.0.30001265 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules as its parent node_modules
69766 verbose linkBins caniuse-lite@1.0.30001265
69767 verbose linkMans caniuse-lite@1.0.30001265
69768 silly build caseless@0.12.0
69769 info linkStuff caseless@0.12.0
69770 silly linkStuff caseless@0.12.0 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules as its parent node_modules
69771 verbose linkBins caseless@0.12.0
69772 verbose linkMans caseless@0.12.0
69773 silly build chownr@2.0.0
69774 info linkStuff chownr@2.0.0
69775 silly linkStuff chownr@2.0.0 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules as its parent node_modules
69776 verbose linkBins chownr@2.0.0
69777 verbose linkMans chownr@2.0.0
69778 silly build clone@2.1.2
69779 info linkStuff clone@2.1.2
69780 silly linkStuff clone@2.1.2 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules as its parent node_modules
69781 verbose linkBins clone@2.1.2
69782 verbose linkMans clone@2.1.2
69783 silly build clone-buffer@1.0.0
69784 info linkStuff clone-buffer@1.0.0
69785 silly linkStuff clone-buffer@1.0.0 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules as its parent node_modules
69786 verbose linkBins clone-buffer@1.0.0
69787 verbose linkMans clone-buffer@1.0.0
69788 silly build clone-stats@1.0.0
69789 info linkStuff clone-stats@1.0.0
69790 silly linkStuff clone-stats@1.0.0 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules as its parent node_modules
69791 verbose linkBins clone-stats@1.0.0
69792 verbose linkMans clone-stats@1.0.0
69793 silly build code-point-at@1.1.0
69794 info linkStuff code-point-at@1.1.0
69795 silly linkStuff code-point-at@1.1.0 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules as its parent node_modules
69796 verbose linkBins code-point-at@1.1.0
69797 verbose linkMans code-point-at@1.1.0
69798 silly build color-name@1.1.3
69799 info linkStuff color-name@1.1.3
69800 silly linkStuff color-name@1.1.3 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules as its parent node_modules
69801 verbose linkBins color-name@1.1.3
69802 verbose linkMans color-name@1.1.3
69803 silly build color-convert@1.9.3
69804 info linkStuff color-convert@1.9.3
69805 silly linkStuff color-convert@1.9.3 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules as its parent node_modules
69806 verbose linkBins color-convert@1.9.3
69807 verbose linkMans color-convert@1.9.3
69808 silly build ansi-styles@3.2.1
69809 info linkStuff ansi-styles@3.2.1
69810 silly linkStuff ansi-styles@3.2.1 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules as its parent node_modules
69811 verbose linkBins ansi-styles@3.2.1
69812 verbose linkMans ansi-styles@3.2.1
69813 silly build color-support@1.1.3
69814 info linkStuff color-support@1.1.3
69815 silly linkStuff color-support@1.1.3 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules as its parent node_modules
69816 verbose linkBins color-support@1.1.3
69817 verbose link bins [ { 'color-support': 'bin.js' },
69817 verbose link bins   '/var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules/.bin',
69817 verbose link bins   false ]
69818 verbose linkMans color-support@1.1.3
69819 silly gentlyRm /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules/.bin/color-support is being purged
69820 verbose gentlyRm don't care about contents; nuking /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules/.bin/color-support
69821 silly build commander@2.17.1
69822 info linkStuff commander@2.17.1
69823 silly linkStuff commander@2.17.1 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules as its parent node_modules
69824 verbose linkBins commander@2.17.1
69825 verbose linkMans commander@2.17.1
69826 silly build commondir@1.0.1
69827 info linkStuff commondir@1.0.1
69828 silly linkStuff commondir@1.0.1 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules as its parent node_modules
69829 verbose linkBins commondir@1.0.1
69830 verbose linkMans commondir@1.0.1
69831 silly build component-emitter@1.3.0
69832 info linkStuff component-emitter@1.3.0
69833 silly linkStuff component-emitter@1.3.0 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules as its parent node_modules
69834 verbose linkBins component-emitter@1.3.0
69835 verbose linkMans component-emitter@1.3.0
69836 silly build concat-map@0.0.1
69837 info linkStuff concat-map@0.0.1
69838 silly linkStuff concat-map@0.0.1 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules as its parent node_modules
69839 verbose linkBins concat-map@0.0.1
69840 verbose linkMans concat-map@0.0.1
69841 silly build brace-expansion@1.1.11
69842 info linkStuff brace-expansion@1.1.11
69843 silly linkStuff brace-expansion@1.1.11 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules as its parent node_modules
69844 verbose linkBins brace-expansion@1.1.11
69845 verbose linkMans brace-expansion@1.1.11
69846 silly build console-control-strings@1.1.0
69847 info linkStuff console-control-strings@1.1.0
69848 silly linkStuff console-control-strings@1.1.0 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules as its parent node_modules
69849 verbose linkBins console-control-strings@1.1.0
69850 verbose linkMans console-control-strings@1.1.0
69851 silly build copy-descriptor@0.1.1
69852 info linkStuff copy-descriptor@0.1.1
69853 silly linkStuff copy-descriptor@0.1.1 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules as its parent node_modules
69854 verbose linkBins copy-descriptor@0.1.1
69855 verbose linkMans copy-descriptor@0.1.1
69856 silly build is-plain-object@5.0.0
69857 info linkStuff is-plain-object@5.0.0
69858 silly linkStuff is-plain-object@5.0.0 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules/copy-props/node_modules as its parent node_modules
69859 verbose linkBins is-plain-object@5.0.0
69860 verbose linkMans is-plain-object@5.0.0
69861 silly build core-js@2.6.12
69862 info linkStuff core-js@2.6.12
69863 silly linkStuff core-js@2.6.12 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules as its parent node_modules
69864 verbose linkBins core-js@2.6.12
69865 verbose linkMans core-js@2.6.12
69866 silly build semver@7.0.0
69867 info linkStuff semver@7.0.0
69868 silly linkStuff semver@7.0.0 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules/core-js-compat/node_modules as its parent node_modules
69869 verbose linkBins semver@7.0.0
69870 verbose link bins [ { semver: 'bin/semver.js' },
69870 verbose link bins   '/var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules/core-js-compat/node_modules/.bin',
69870 verbose link bins   false ]
69871 verbose linkMans semver@7.0.0
69872 silly gentlyRm /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules/core-js-compat/node_modules/.bin/semver is being purged
69873 verbose gentlyRm don't care about contents; nuking /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules/core-js-compat/node_modules/.bin/semver
69874 silly build core-util-is@1.0.3
69875 info linkStuff core-util-is@1.0.3
69876 silly linkStuff core-util-is@1.0.3 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules as its parent node_modules
69877 verbose linkBins core-util-is@1.0.3
69878 verbose linkMans core-util-is@1.0.3
69879 silly build currently-unhandled@0.4.1
69880 info linkStuff currently-unhandled@0.4.1
69881 silly linkStuff currently-unhandled@0.4.1 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules as its parent node_modules
69882 verbose linkBins currently-unhandled@0.4.1
69883 verbose linkMans currently-unhandled@0.4.1
69884 silly build dashdash@1.14.1
69885 info linkStuff dashdash@1.14.1
69886 silly linkStuff dashdash@1.14.1 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules as its parent node_modules
69887 verbose linkBins dashdash@1.14.1
69888 verbose linkMans dashdash@1.14.1
69889 silly build decamelize@1.2.0
69890 info linkStuff decamelize@1.2.0
69891 silly linkStuff decamelize@1.2.0 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules as its parent node_modules
69892 verbose linkBins decamelize@1.2.0
69893 verbose linkMans decamelize@1.2.0
69894 silly build decode-uri-component@0.2.0
69895 info linkStuff decode-uri-component@0.2.0
69896 silly linkStuff decode-uri-component@0.2.0 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules as its parent node_modules
69897 verbose linkBins decode-uri-component@0.2.0
69898 verbose linkMans decode-uri-component@0.2.0
69899 silly build kind-of@5.1.0
69900 info linkStuff kind-of@5.1.0
69901 silly linkStuff kind-of@5.1.0 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules/default-compare/node_modules as its parent node_modules
69902 verbose linkBins kind-of@5.1.0
69903 verbose linkMans kind-of@5.1.0
69904 silly build default-compare@1.0.0
69905 info linkStuff default-compare@1.0.0
69906 silly linkStuff default-compare@1.0.0 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules as its parent node_modules
69907 verbose linkBins default-compare@1.0.0
69908 verbose linkMans default-compare@1.0.0
69909 silly build default-resolution@2.0.0
69910 info linkStuff default-resolution@2.0.0
69911 silly linkStuff default-resolution@2.0.0 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules as its parent node_modules
69912 verbose linkBins default-resolution@2.0.0
69913 verbose linkMans default-resolution@2.0.0
69914 silly build delayed-stream@1.0.0
69915 info linkStuff delayed-stream@1.0.0
69916 silly linkStuff delayed-stream@1.0.0 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules as its parent node_modules
69917 verbose linkBins delayed-stream@1.0.0
69918 verbose linkMans delayed-stream@1.0.0
69919 silly build combined-stream@1.0.8
69920 info linkStuff combined-stream@1.0.8
69921 silly linkStuff combined-stream@1.0.8 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules as its parent node_modules
69922 verbose linkBins combined-stream@1.0.8
69923 verbose linkMans combined-stream@1.0.8
69924 silly build delegates@1.0.0
69925 info linkStuff delegates@1.0.0
69926 silly linkStuff delegates@1.0.0 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules as its parent node_modules
69927 verbose linkBins delegates@1.0.0
69928 verbose linkMans delegates@1.0.0
69929 silly build detect-file@1.0.0
69930 info linkStuff detect-file@1.0.0
69931 silly linkStuff detect-file@1.0.0 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules as its parent node_modules
69932 verbose linkBins detect-file@1.0.0
69933 verbose linkMans detect-file@1.0.0
69934 silly build electron-to-chromium@1.3.860
69935 info linkStuff electron-to-chromium@1.3.860
69936 silly linkStuff electron-to-chromium@1.3.860 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules as its parent node_modules
69937 verbose linkBins electron-to-chromium@1.3.860
69938 verbose linkMans electron-to-chromium@1.3.860
69939 silly build emoji-regex@7.0.3
69940 info linkStuff emoji-regex@7.0.3
69941 silly linkStuff emoji-regex@7.0.3 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules as its parent node_modules
69942 verbose linkBins emoji-regex@7.0.3
69943 verbose linkMans emoji-regex@7.0.3
69944 silly build env-paths@2.2.1
69945 info linkStuff env-paths@2.2.1
69946 silly linkStuff env-paths@2.2.1 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules as its parent node_modules
69947 verbose linkBins env-paths@2.2.1
69948 verbose linkMans env-paths@2.2.1
69949 silly build escalade@3.1.1
69950 info linkStuff escalade@3.1.1
69951 silly linkStuff escalade@3.1.1 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules as its parent node_modules
69952 verbose linkBins escalade@3.1.1
69953 verbose linkMans escalade@3.1.1
69954 silly build escape-string-regexp@1.0.5
69955 info linkStuff escape-string-regexp@1.0.5
69956 silly linkStuff escape-string-regexp@1.0.5 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules as its parent node_modules
69957 verbose linkBins escape-string-regexp@1.0.5
69958 verbose linkMans escape-string-regexp@1.0.5
69959 silly build esutils@2.0.3
69960 info linkStuff esutils@2.0.3
69961 silly linkStuff esutils@2.0.3 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules as its parent node_modules
69962 verbose linkBins esutils@2.0.3
69963 verbose linkMans esutils@2.0.3
69964 silly build is-extendable@0.1.1
69965 info linkStuff is-extendable@0.1.1
69966 silly linkStuff is-extendable@0.1.1 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules/expand-brackets/node_modules as its parent node_modules
69967 verbose linkBins is-extendable@0.1.1
69968 verbose linkMans is-extendable@0.1.1
69969 silly build extend-shallow@2.0.1
69970 info linkStuff extend-shallow@2.0.1
69971 silly linkStuff extend-shallow@2.0.1 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules/expand-brackets/node_modules as its parent node_modules
69972 verbose linkBins extend-shallow@2.0.1
69973 verbose linkMans extend-shallow@2.0.1
69974 silly build ms@2.0.0
69975 info linkStuff ms@2.0.0
69976 silly linkStuff ms@2.0.0 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules/expand-brackets/node_modules as its parent node_modules
69977 verbose linkBins ms@2.0.0
69978 verbose linkMans ms@2.0.0
69979 silly build debug@2.6.9
69980 info linkStuff debug@2.6.9
69981 silly linkStuff debug@2.6.9 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules/expand-brackets/node_modules as its parent node_modules
69982 verbose linkBins debug@2.6.9
69983 verbose linkMans debug@2.6.9
69984 silly build type@2.5.0
69985 info linkStuff type@2.5.0
69986 silly linkStuff type@2.5.0 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules/ext/node_modules as its parent node_modules
69987 verbose linkBins type@2.5.0
69988 verbose linkMans type@2.5.0
69989 silly build ext@1.6.0
69990 info linkStuff ext@1.6.0
69991 silly linkStuff ext@1.6.0 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules as its parent node_modules
69992 verbose linkBins ext@1.6.0
69993 verbose linkMans ext@1.6.0
69994 silly build extend@3.0.2
69995 info linkStuff extend@3.0.2
69996 silly linkStuff extend@3.0.2 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules as its parent node_modules
69997 verbose linkBins extend@3.0.2
69998 verbose linkMans extend@3.0.2
69999 silly build is-extendable@0.1.1
70000 info linkStuff is-extendable@0.1.1
70001 silly linkStuff is-extendable@0.1.1 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules/extglob/node_modules as its parent node_modules
70002 verbose linkBins is-extendable@0.1.1
70003 verbose linkMans is-extendable@0.1.1
70004 silly build extend-shallow@2.0.1
70005 info linkStuff extend-shallow@2.0.1
70006 silly linkStuff extend-shallow@2.0.1 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules/extglob/node_modules as its parent node_modules
